ticket_id,subject,description,category,priority,status,channel,created_at,resolution_time_hours,customer_satisfaction,is_synthetic
SYN-01590,Tracking question,"Hello support, my tracking tracking is frozen. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Phone,2024-08-21T11:00:00,91,5,True
SYN-00569,Invoice problem,"Hello support, my invoice payment was declined. Please help me resolve this today.",Billing Inquiry,Medium,Closed,Email,2024-06-14T10:00:00,111,1,True
SYN-00404,Charged help,"Hello support, my charged was charged twice. Please help me resolve this today.",Billing Inquiry,Medium,Pending,Chat,2024-11-19T14:00:00,117,2,True
SYN-01059,Refund request,"Hello support, my refund return was approved. Please help me resolve this soon.",Refund Request,Medium,Closed,Web,2024-09-22T11:00:00,84,4,True
SYN-00171,Screen problem,"Hello support, my screen keeps failing. Please help me resolve this soon.",Technical Issue,Critical,Open,Web,2024-11-21T10:00:00,68,3,True
SYN-00011,Error problem,"Hello support, my error will not start. Please help me resolve this today.",Technical Issue,Low,Pending,Chat,2024-06-22T22:00:00,64,4,True
SYN-01060,Refund question,"Hello support, my refund want my money back. Please help me resolve this today.",Refund Request,Low,Resolved,Chat,2024-07-16T05:00:00,55,2,True
SYN-01600,Courier help,"Hello support, my courier package was damaged. Please help me resolve this today.",Shipping Issue,Low,Pending,Email,2024-03-14T22:00:00,79,5,True
SYN-01195,Money problem,"Hello support, my money return was approved. Please help me resolve this when possible.",Refund Request,Low,Pending,Email,2024-01-30T08:00:00,75,2,True
SYN-01900,Help question,"Hello support, my help have a general question. Please help me resolve this when possible.",General Support,Low,Pending,Phone,2024-06-04T10:00:00,84,2,True
SYN-01155,Return request,"Hello support, my return refund is missing. Please help me resolve this today.",Refund Request,High,Open,Chat,2024-09-09T06:00:00,40,2,True
SYN-01439,Upgrade question,"Hello support, my upgrade want to compare options. Please help me resolve this soon.",Product Inquiry,Low,Closed,Phone,2024-02-22T10:00:00,10,1,True
SYN-01569,Shipment question,"Hello support, my shipment tracking is frozen. Please help me resolve this soon.",Shipping Issue,Medium,Resolved,Phone,2024-10-11T22:00:00,26,4,True
SYN-00975,Cancel problem,"Hello support, my cancel want my money back. Please help me resolve this today.",Refund Request,High,Pending,Email,2024-04-09T07:00:00,12,5,True
SYN-00650,Account question,"Hello support, my account reset link expired. Please help me resolve this today.",Account Access,Low,Open,Email,2024-09-04T13:00:00,37,1,True
SYN-00550,Payment request,"Hello support, my payment was charged twice. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Web,2024-07-11T05:00:00,70,4,True
SYN-01604,Delivery request,"Hello support, my delivery package was damaged. Please help me resolve this soon.",Shipping Issue,Low,Resolved,Chat,2024-09-21T18:00:00,96,2,True
SYN-00750,Locked problem,"Hello support, my locked cannot sign in. Please help me resolve this soon.",Account Access,Low,Resolved,Chat,2024-11-06T17:00:00,89,1,True
SYN-01612,Package request,"Hello support, my package tracking is frozen. Please help me resolve this today.",Shipping Issue,Critical,Closed,Web,2024-10-20T17:00:00,62,2,True
SYN-01815,Help help,"Hello support, my help need some assistance. Please help me resolve this when possible.",General Support,Medium,Open,Email,2024-10-11T13:00:00,98,2,True
SYN-01759,Shipment question,"Hello support, my shipment has not arrived. Please help me resolve this soon.",Shipping Issue,Medium,Resolved,Phone,2024-09-08T19:00:00,98,1,True
SYN-01098,Purchase question,"Hello support, my purchase return was approved. Please help me resolve this today.",Refund Request,Medium,Closed,Chat,2024-04-20T12:00:00,86,4,True
SYN-01465,Compatible question,"Hello support, my compatible want to compare options. Please help me resolve this soon.",Product Inquiry,Medium,Closed,Chat,2024-04-15T18:00:00,69,5,True
SYN-01654,Delivery problem,"Hello support, my delivery went to wrong address. Please help me resolve this when possible.",Shipping Issue,Critical,Closed,Web,2024-10-14T09:00:00,39,3,True
SYN-00421,Billing question,"Hello support, my billing payment was declined. Please help me resolve this today.",Billing Inquiry,Medium,Closed,Web,2024-03-23T05:00:00,43,2,True
SYN-01400,Compatible help,"Hello support, my compatible need more information. Please help me resolve this soon.",Product Inquiry,Critical,Closed,Chat,2024-09-18T20:00:00,88,3,True
SYN-01079,Return problem,"Hello support, my return want my money back. Please help me resolve this when possible.",Refund Request,Medium,Open,Web,2024-04-23T02:00:00,53,4,True
SYN-00517,Payment request,"Hello support, my payment need a receipt. Please help me resolve this when possible.",Billing Inquiry,Medium,Open,Email,2024-08-01T20:00:00,17,3,True
SYN-01448,Plan problem,"Hello support, my plan is this supported. Please help me resolve this soon.",Product Inquiry,Critical,Resolved,Chat,2024-04-04T10:00:00,58,2,True
SYN-01108,Return question,"Hello support, my return cancel this order. Please help me resolve this soon.",Refund Request,Critical,Pending,Email,2024-04-01T08:00:00,113,4,True
SYN-00990,Refund request,"Hello support, my refund refund is missing. Please help me resolve this today.",Refund Request,Critical,Resolved,Email,2024-08-06T22:00:00,86,5,True
SYN-00283,Update question,"Hello support, my update stopped working. Please help me resolve this today.",Technical Issue,Low,Open,Phone,2024-04-18T20:00:00,9,1,True
SYN-00699,Login question,"Hello support, my login reset link expired. Please help me resolve this soon.",Account Access,High,Resolved,Web,2024-10-11T23:00:00,67,5,True
SYN-00853,Locked request,"Hello support, my locked reset link expired. Please help me resolve this soon.",Account Access,Low,Pending,Phone,2024-04-07T09:00:00,19,4,True
SYN-00585,Invoice request,"Hello support, my invoice amount is incorrect. Please help me resolve this soon.",Billing Inquiry,Critical,Resolved,Web,2024-03-02T08:00:00,100,1,True
SYN-00821,Locked question,"Hello support, my locked cannot sign in. Please help me resolve this soon.",Account Access,Medium,Pending,Email,2024-01-07T04:00:00,46,1,True
SYN-00573,Card request,"Hello support, my card was charged twice. Please help me resolve this soon.",Billing Inquiry,High,Resolved,Web,2024-05-22T10:00:00,31,5,True
SYN-01978,Support question,"Hello support, my support please contact me. Please help me resolve this today.",General Support,Low,Closed,Phone,2024-05-03T13:00:00,103,3,True
SYN-00956,Cancel help,"Hello support, my cancel cancel this order. Please help me resolve this when possible.",Refund Request,High,Closed,Email,2024-06-19T21:00:00,69,1,True
SYN-01041,Cancel request,"Hello support, my cancel cancel this order. Please help me resolve this today.",Refund Request,Low,Pending,Phone,2024-07-07T11:00:00,16,1,True
SYN-01368,Upgrade request,"Hello support, my upgrade want to compare options. Please help me resolve this soon.",Product Inquiry,Medium,Resolved,Phone,2024-06-11T19:00:00,80,4,True
SYN-02073,Support problem,"Hello support, my support have a general question. Please help me resolve this today.",General Support,High,Pending,Email,2024-08-25T09:00:00,113,2,True
SYN-00787,Locked problem,"Hello support, my locked code never arrived. Please help me resolve this soon.",Account Access,Low,Pending,Web,2024-02-18T09:00:00,34,3,True
SYN-00576,Billing question,"Hello support, my billing need a receipt. Please help me resolve this today.",Billing Inquiry,Medium,Open,Chat,2024-04-13T13:00:00,57,2,True
SYN-00023,Update question,"Hello support, my update will not start. Please help me resolve this soon.",Technical Issue,Medium,Open,Web,2024-05-24T00:00:00,24,5,True
SYN-01458,Upgrade help,"Hello support, my upgrade want to compare options. Please help me resolve this when possible.",Product Inquiry,Medium,Closed,Chat,2024-10-13T00:00:00,57,5,True
SYN-01533,Courier problem,"Hello support, my courier tracking is frozen. Please help me resolve this today.",Shipping Issue,Medium,Resolved,Chat,2024-08-26T22:00:00,16,2,True
SYN-01358,Product problem,"Hello support, my product need more information. Please help me resolve this when possible.",Product Inquiry,Critical,Closed,Web,2024-01-03T08:00:00,96,1,True
SYN-00449,Payment problem,"Hello support, my payment amount is incorrect. Please help me resolve this today.",Billing Inquiry,High,Open,Chat,2024-01-30T20:00:00,10,3,True
SYN-00704,Locked question,"Hello support, my locked cannot sign in. Please help me resolve this today.",Account Access,High,Closed,Chat,2024-08-15T04:00:00,41,5,True
SYN-02046,Guidance problem,"Hello support, my guidance please contact me. Please help me resolve this today.",General Support,High,Pending,Phone,2024-08-01T23:00:00,79,3,True
SYN-02075,Help request,"Hello support, my help please contact me. Please help me resolve this soon.",General Support,Critical,Closed,Phone,2024-09-01T03:00:00,102,4,True
SYN-01712,Tracking help,"Hello support, my tracking went to wrong address. Please help me resolve this today.",Shipping Issue,High,Open,Web,2024-04-26T00:00:00,109,3,True
SYN-01515,Tracking request,"Hello support, my tracking went to wrong address. Please help me resolve this today.",Shipping Issue,Medium,Closed,Email,2024-04-13T12:00:00,13,5,True
SYN-01434,Compatible question,"Hello support, my compatible which plan includes it. Please help me resolve this when possible.",Product Inquiry,High,Pending,Email,2024-01-01T02:00:00,10,1,True
SYN-00487,Invoice help,"Hello support, my invoice was charged twice. Please help me resolve this today.",Billing Inquiry,Low,Resolved,Chat,2024-06-09T23:00:00,119,3,True
SYN-01033,Refund question,"Hello support, my refund return was approved. Please help me resolve this when possible.",Refund Request,High,Pending,Phone,2024-04-23T01:00:00,47,2,True
SYN-00868,Account question,"Hello support, my account reset link expired. Please help me resolve this today.",Account Access,High,Closed,Chat,2024-03-20T23:00:00,64,1,True
SYN-00024,Crash problem,"Hello support, my crash keeps failing. Please help me resolve this today.",Technical Issue,Medium,Pending,Web,2024-08-10T14:00:00,70,4,True
SYN-01967,Question problem,"Hello support, my question have a general question. Please help me resolve this soon.",General Support,Medium,Pending,Phone,2024-09-23T16:00:00,65,3,True
SYN-01202,Plan question,"Hello support, my plan want to compare options. Please help me resolve this today.",Product Inquiry,Medium,Pending,Phone,2024-03-30T01:00:00,26,1,True
SYN-01917,Help help,"Hello support, my help have a general question. Please help me resolve this soon.",General Support,Low,Pending,Email,2024-06-22T12:00:00,6,4,True
SYN-01613,Delivery problem,"Hello support, my delivery tracking is frozen. Please help me resolve this today.",Shipping Issue,Medium,Pending,Email,2024-05-12T09:00:00,71,4,True
SYN-00010,Update request,"Hello support, my update will not start. Please help me resolve this when possible.",Technical Issue,High,Closed,Web,2024-03-31T09:00:00,18,3,True
SYN-00876,Login request,"Hello support, my login account is locked. Please help me resolve this today.",Account Access,Critical,Pending,Phone,2024-10-13T21:00:00,33,1,True
SYN-00967,Cancel help,"Hello support, my cancel return was approved. Please help me resolve this when possible.",Refund Request,Critical,Pending,Email,2024-05-05T18:00:00,58,3,True
SYN-01313,Plan question,"Hello support, my plan need more information. Please help me resolve this soon.",Product Inquiry,Medium,Closed,Chat,2024-03-04T20:00:00,117,1,True
SYN-01634,Delivery request,"Hello support, my delivery tracking is frozen. Please help me resolve this today.",Shipping Issue,Critical,Pending,Chat,2024-10-15T13:00:00,53,2,True
SYN-01724,Courier request,"Hello support, my courier tracking is frozen. Please help me resolve this when possible.",Shipping Issue,Medium,Open,Chat,2024-09-11T21:00:00,33,2,True
SYN-00352,Billing request,"Hello support, my billing amount is incorrect. Please help me resolve this when possible.",Billing Inquiry,Medium,Open,Web,2024-01-31T19:00:00,8,1,True
SYN-00167,Error problem,"Hello support, my error stopped working. Please help me resolve this today.",Technical Issue,Low,Resolved,Chat,2024-06-02T02:00:00,79,2,True
